html_url,sha,url
https://github.com/stedolan/jq/commit/54b9c9bdb225af5d886466d72f47eafc51acb4f7,54b9c9bdb225af5d886466d72f47eafc51acb4f7,https://api.github.com/repos/stedolan/jq/commits/54b9c9bdb225af5d886466d72f47eafc51acb4f7
https://github.com/stedolan/jq/commit/8b1b503609c161fea4b003a7179b3fbb2dd4345a,8b1b503609c161fea4b003a7179b3fbb2dd4345a,https://api.github.com/repos/stedolan/jq/commits/8b1b503609c161fea4b003a7179b3fbb2dd4345a
